Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,TOWNOFHALFMOON JUSTICE 4,2 Halfmoon Town Plz,,Waterford,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.853394,-73.726570,02/20/2024,256960,2024-02-20 01:52:43,,,,03/24/2023,J1772
ELEC,ProPark 110-45 Queens Blvd - Tesla Destination,110-45 Queens Blvd,,Forest Hills,NY,11375,,718-793-8096  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.719885,-73.838570,10/06/2022,150614,2023-01-18 15:15:20,P,,,01/18/2019,TESLA
ELEC,Parkright 300 E 77th St - Tesla Destination,300 East 77th St,,New York,NY,10075,,212-247-7303  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771794,-73.955624,10/06/2022,115085,2023-01-18 15:15:20,P,,,11/13/2015,J1772 TESLA
ELEC,Lower Lake Ave,126 lake Ave,,Tuckahoe,NY,10707,,888-998-2546,E,,Public,24 hours daily,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,40.951176,-73.828404,02/20/2024,250765,2024-02-20 00:05:40,,,,11/22/2022,J1772
ELEC,GARVEY FRONT 1,257 Dix Ave,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.317330,-73.619144,02/20/2024,221395,2024-02-20 01:44:19,,,,06/16/2022,CHADEMO J1772COMBO
ELEC,THE STANTON HADDON,505 University Ave,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.156822,-77.589410,02/20/2024,251985,2024-02-20 01:53:15,,,,01/25/2023,J1772
ELEC,Kohl's Center,3620 Long Beach Road,,Oceanside,NY,11572,,888-264-2208,E,,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,Volta,https://voltacharging.com/,GPS,40.622455,-73.642037,02/20/2024,222353,2024-02-20 02:22:44,,,,06/25/2022,J1772
ELEC,New Hartford Shopping Center,120 Genesee St,,New Hartford,NY,13413,,518-691-3119,E,,Public,24 hours daily,,,8,,,LIVINGSTON,https://www.solution.energy,GPS,43.078350,-75.291987,01/09/2024,189527,2024-01-31 22:07:01,P,,,06/30/2021,J1772
ELEC,Colonie Center - Tesla Supercharger,131 Colonie Center,,Albany,NY,12205,,877-798-3752,E,,Public,24 hours daily,,,,6,,Tesla,https://www.tesla.com/supercharger,200-8,42.710356,-73.819109,07/01/2023,102325,2023-07-14 19:41:28,P,,,05/01/2014,TESLA
ELEC,TOWN SAND LAKE SAND LAKE,8428 Miller Hill Rd,,Averill Park,NY,12018,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.638393,-73.541670,02/20/2024,149114,2024-02-20 01:17:11,,,,11/13/2019,J1772
ELEC,Ferrario Ford Lincoln,2472 Corning Rd,,Elmira,NY,14903,,607-734-1681,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,42.149016,-76.832206,09/14/2022,226525,2023-02-14 15:54:11,P,,,08/25/2022,J1772
ELEC,Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,,New York,NY,10069,,212-245-1840  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775374,-73.989687,10/06/2022,115187,2023-01-18 15:15:20,P,,,06/30/2016,J1772 TESLA
ELEC,Standard Parking Gateway Plaza Garage - Tesla Destination,339 South End Ave,,New York,NY,10280,,800-836-6666  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.711145,-74.016332,10/06/2022,115102,2023-01-18 15:15:20,P,,,08/30/2017,J1772 TESLA
ELEC,QUICKLEES27 DC FAST 1,204 Oak St,,Batavia,NY,14020,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.015034,-78.191600,02/20/2024,228864,2024-02-20 01:47:08,,,,09/22/2022,CHADEMO J1772COMBO
ELEC,Nott/Lennox Lot,Nott Street,,Schenectady,NY,12308,,866-816-7584,E,,Public,,,,4,,,EV Connect,http://evconnect.com/,GPS,42.819722,-73.924178,02/20/2024,156045,2024-02-20 02:19:07,,,,05/01/2020,J1772
ELEC,Salmon Run Mall - Tesla Supercharger,21182 Salmon Run Mall Loop W,,Watertown,NY,13601,,877-798-3752,E,,Public,24 hours daily,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,43.979585,-75.954114,07/01/2023,102350,2023-07-14 19:41:28,P,,,06/01/2016,TESLA
ELEC,RTS IRONDEQUOIT #2,Irondequoit Plaza,,Irondequoit,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.209057,-77.601380,02/20/2024,184902,2024-02-20 01:31:30,,,,02/12/2021,J1772
ELEC,FC1225 LATHAM FARMS HL,579 Troy-Schenectady Rd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.756355,-73.761284,02/20/2024,254204,2024-02-20 01:54:44,,,,02/17/2023,J1772
ELEC,MARKET 32 EV PEDIATRICEV2,81 Schoolhouse Rd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.678982,-73.844918,02/20/2024,175507,2024-02-20 01:21:43,,,,01/27/2021,J1772
ELEC,Ramboll Americas,7600 Morgan Road,,Liverpool,NY,13090,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,43.137448,-76.204093,02/20/2024,310296,2024-02-20 00:14:39,,,,05/18/2022,J1772
ELEC,Maguire Nissan,716 W Genesee,,Syracuse,NY,13204,,315-802-4432,E,,Public - Call ahead,Dealership business hours,,,2,,,Non-Networked,,200-8,43.053474,-76.163547,02/12/2024,85970,2024-02-12 15:25:05,P,,,03/01/2017,J1772
ELEC,Buttermilk Falls Inn & Spa - Tesla Destination,220 North Rd,,Milton,NY,12547,,845-795-1310  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.666913,-73.955206,10/06/2022,114977,2023-01-18 15:15:20,P,,,11/20/2015,J1772 TESLA
ELEC,Dalewood Shopping Center,371 North Central Avenue,,Hartsdale,NY,10530,,833-632-2778,E,,Public,24 hours daily,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,41.032200,-73.787090,02/20/2024,167890,2024-02-20 02:16:29,,,,10/28/2020,CHADEMO J1772 J1772COMBO
ELEC,VOEASTROCHESTER EDMUND LYON PAR,700 Main Street,,East Rochester,NY,14445,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.108936,-77.486534,02/20/2024,223419,2024-02-20 01:44:49,,,,07/13/2022,J1772
ELEC,West Herr Nissan - Williamsville,8137 Main St,,Williamsville,NY,14221,,877-813-5387,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,GPS,42.962750,-78.691132,02/12/2024,44216,2024-02-12 15:25:05,P,,,11/30/2011,J1772
ELEC,535 Carlton Ave,535 Carlton Ave,,Brooklyn,NY,11238,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,40.680920,-73.970760,01/09/2024,225118,2024-01-31 22:07:01,P,,,07/08/2022,J1772
ELEC,100 Manhattanville Rd,100 Manhattanville Rd,,Purchase,NY,10577,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,10,,,LIVINGSTON,https://www.solution.energy,GPS,41.026119,-73.716587,01/09/2024,324757,2024-01-31 22:07:01,P,,,04/18/2023,J1772
ELEC,Schenectady County Building,388 Broadway,,Schenectady,NY,12305,,518-691-3119,E,,Public,24 hours daily,,,10,,,LIVINGSTON,https://www.solution.energy,GPS,42.808482,-73.946468,01/09/2024,189502,2024-01-31 22:07:01,P,,,02/24/2021,J1772
ELEC,Towne Place New Hartford - Tesla Destination,4760 Middle Settlement Rd,,Whitesboro,NY,13492,,315-732-2500  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.094687,-75.316682,10/06/2022,115249,2023-01-18 15:15:20,P,,,05/17/2018,J1772 TESLA
ELEC,Hylan New Dorp Plaza,430 New Dorp Ln,,Staten Island,NY,10306,,888-264-2208,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,Volta,https://voltacharging.com/,GPS,40.569064,-74.109548,02/20/2024,220702,2024-02-20 02:23:59,,,,05/27/2022,J1772
ELEC,Stonegate Apartments,5000 Stonegate Dr,,Rensselaer,NY,12144,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,42.663290,-73.698160,01/09/2024,223087,2024-01-31 22:07:01,P,,,10/28/2021,J1772
ELEC,TOYOTA CHARGER BOB JOHNSON TL2,3399 W Henrietta Rd,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.086410,-77.637465,02/20/2024,260373,2024-02-20 01:45:19,,,,05/06/2023,J1772
ELEC,BETHLEHEM EV ADAMS 2 GW,123 Adams St,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.623535,-73.835683,02/20/2024,190461,2024-02-20 01:34:06,,,,06/01/2021,J1772
ELEC,900 Shaker Run,900 Shaker Run,,Albany,NY,12205,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,42.727320,-73.820040,12/13/2022,236887,2023-02-14 15:54:11,P,,,11/08/2022,J1772
ELEC,Quaker Street Branch Library,133 Bull St,,Delanson,NY,12053,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.731940,-74.193340,01/09/2024,223250,2024-01-31 22:07:01,LG,,,02/01/2022,J1772
ELEC,CORP COMM 3 STATION 10 CC3,Teleport Dr/Corp Commons Bldg,,Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.604290,-74.179790,02/20/2024,252137,2024-02-20 01:28:10,,,,01/26/2023,J1772
ELEC,BRUNSWICK HD BRUNSWICK HD2,1130 Hoosick Rd,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.758880,-73.602280,02/20/2024,150341,2024-02-20 01:18:42,,,,12/19/2019,J1772
ELEC,The Shops at Atlas Park - Tesla Supercharger,8000 Cooper Avenue,,Glendale,NY,11385,,877-798-3752,E,,Public,24 hours daily,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,40.707998,-73.866983,07/01/2023,149312,2023-07-14 19:41:28,P,,,09/30/2019,TESLA
ELEC,WW BMW WWBMW 2,125 NY-59,,Nanuet,NY,10954,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.107337,-74.037243,02/20/2024,224589,2024-02-20 01:10:19,,,,07/29/2022,J1772
ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,,Queens,NY,11430,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.645758,-73.779314,02/20/2024,174643,2024-02-20 01:15:01,,,,01/27/2021,J1772
ELEC,ULSTER COUNTY SUNY EXTENSION,124 Marys Ave,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.923523,-73.998415,02/20/2024,212140,2024-02-20 01:42:00,,,,03/22/2022,J1772
ELEC,Fish Creek Pond Ampitheatre,4523 NY-30,,Saranac Lake,NY,12983,,518-891-4560,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,44.307365,-74.365605,10/11/2022,227694,2023-02-14 15:54:11,P,,,09/13/2022,J1772
ELEC,Rapidpark 210 W 102nd Street - Tesla Destination,210 W 102st St,,New York,NY,10025,,212-864-8605  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.798108,-73.968204,10/06/2022,115051,2023-01-18 15:15:20,P,,,08/17/2017,J1772 TESLA
ELEC,HIDDEN CREEK HC 249 RIGHT,253 Charwood Cir,,Irondequoit,NY,14609,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.183770,-77.557365,02/20/2024,257177,2024-02-20 01:56:58,,,,03/28/2023,J1772
ELEC,Downtown Plattsburgh Public Parking,13 City Hall Pl,,Plattsburgh,NY,12901,,518-563-7642,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,44.698344,-73.452380,10/11/2022,227688,2023-02-14 15:54:11,P,,,09/13/2022,J1772
ELEC,EVPassport - 200 E 24th St Garage,200 E 24th St,,New York,NY,10010,,888-702-2124,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,40.739253,-73.982329,04/06/2023,256128,2024-01-31 22:07:01,P,,,03/09/2023,J1772
ELEC,HOTEL LOCATION LEFT CHARGER 2,1299 NY-332,,Farmington,NY,14425,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.972739,-77.352357,02/20/2024,240963,2024-02-20 01:51:53,,,,01/06/2023,J1772
ELEC,PFIZER PR EV 01,401 N Middletown Rd,,Pearl River,NY,10965,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.076754,-74.018091,02/20/2024,294833,2024-02-20 01:43:37,,,,06/23/2023,J1772
ELEC,Macerich Fashion Outlets of Niagara Falls,1805 Fashion Outlets Blvd,,Niagara Falls,NY,14304,,833-632-2778,E,,Public,24 hours daily,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,43.097350,-78.982360,02/20/2024,236034,2024-02-20 02:16:30,,,,11/12/2022,J1772COMBO
ELEC,CLARKSTOWN TOC 11 AND 12,10 Maple Avenue,,New City,NY,10956,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.146975,-73.987266,02/20/2024,322231,2024-02-20 02:04:42,,,,12/07/2023,J1772
ELEC,MILTON NY CCENTER3,310 Northline Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.024926,-73.851146,02/20/2024,258942,2024-02-20 01:53:24,,,,04/11/2023,J1772
ELEC,COMPETITION BMW DCWB 3,601 Middle Country Rd,,Saint James,NY,11780,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.861092,-73.158139,02/20/2024,306302,2024-02-20 02:01:25,,,,08/03/2023,J1772COMBO
ELEC,STATION 12345 STATION 1,3948 E River Rd,,West Henrietta,NY,14586,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.064068,-77.685286,02/20/2024,307858,2024-02-20 02:01:28,,,,08/25/2023,J1772
ELEC,Hampton Inn Garden City - Tesla Destination,1 North Ave,,Garden City,NY,11530,,516-227-2720  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.741248,-73.609369,10/06/2022,114943,2023-01-18 15:15:20,P,,,04/12/2016,TESLA
ELEC,OSSINING TOWN LOUIS ENGEL,Louis Engel Park (Waterfront Park) 161-185 We,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.156094,-73.869640,02/20/2024,162297,2024-02-20 01:02:46,,,,06/12/2020,J1772
ELEC,Bayport Fire District,251 Snedecor Ave.,,Bayport,NY,11705,,800-663-5633,E,,Public,24 hours daily,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,40.745289,-73.052841,02/19/2024,228833,2024-02-19 23:59:29,,,,06/09/2022,J1772
ELEC,Kew Garage,8002 Kew Gardens Rd,,Kew Gardens,NY,11415,,888-998-2546,E,,Public,24 hours daily,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.713705,-73.831217,02/20/2024,189547,2024-02-20 00:00:45,,,,05/11/2021,J1772
ELEC,CENTROTHERM CENTROL F2,427 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.637810,-73.758930,02/20/2024,187554,2024-02-20 01:23:54,,,,04/13/2021,J1772
ELEC,CITY OF GENEVA CITY HALL #1,47 Castle St,,Geneva,NY,14456,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.867477,-76.982604,02/20/2024,164639,2024-02-20 01:22:32,,,,07/30/2020,J1772
ELEC,ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,,Brooklyn,NY,11238,,877-909-6199  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.677526,-73.965785,10/06/2022,122469,2023-01-18 15:15:20,P,,,12/19/2018,TESLA
ELEC,Yogi Bear's Jellystone Park,299 Kiantone Rd,,Jamestown,NY,14701,,518-691-3119,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,42.007350,-79.180350,01/09/2024,324900,2024-01-31 22:07:01,P,,,11/01/2023,J1772
ELEC,LeadCar GMC of Utica,5700 HORATIO ST,,UTICA,NY,13502,,866-816-7584,E,,Public,,,,,1,,EV Connect,http://evconnect.com/,GPS,43.136854,-75.217281,02/20/2024,308827,2024-02-20 02:19:56,,,,09/09/2023,J1772COMBO
ELEC,QUEENSBURY TOWN HOVEY POND 2,21 Lafayette Street,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.329773,-73.665245,02/20/2024,181130,2024-02-20 01:26:09,,,,01/27/2021,J1772
ELEC,BA PLAZA BA PLAZA 1,1 Northwestern Blvd,,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.745924,-73.821006,02/20/2024,171197,2024-02-20 01:30:14,,,,01/08/2021,J1772
ELEC,SWTCH Energy Inc.,1275 Gerling St W,,Schenectady,NY,12308,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,8,,,SWTCH,https://swtchenergy.com/,GPS,42.824300,-73.909400,02/12/2024,325985,2024-02-12 21:24:44,P,,,01/04/2024,J1772
ELEC,THE VANDERBILT BEECHWOOD HOMES,990 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.739353,-73.600720,02/20/2024,193752,2024-02-20 01:35:54,,,,08/11/2021,J1772
ELEC,SRYMCASSB WILTON 1.1,20 Old Gick Rd,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.105774,-73.749300,02/20/2024,183721,2024-02-20 01:31:01,,,,02/02/2021,J1772
ELEC,ALBANY COUNTY TIMES UNION GAR,100 Beaver St,,Albany,NY,12207,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.649224,-73.756071,02/20/2024,180103,2024-02-20 01:06:59,,,,01/27/2021,J1772
ELEC,Fairfield Inn & Suites by Marriott Olean - Tesla Destination,3270 W State St,,Olean,NY,14760,,716-372-7500  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.081560,-78.478454,10/06/2022,115204,2023-01-18 15:15:20,P,,,10/04/2017,J1772 TESLA
ELEC,Carle Place Commons - Tesla Supercharger,117 Old Country Road,,Carle Place,NY,11514,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.744734,-73.616176,07/01/2023,201668,2023-07-14 19:41:28,P,,,11/18/2021,TESLA
ELEC,Holiday Inn Express & Suites Clifton Park,18 Old Rt 9,,Clifton Park,NY,12065,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,42.868230,-73.774100,01/09/2024,223295,2024-01-31 22:07:01,P,,,05/23/2022,J1772
ELEC,Rapidpark 480 Riverside (120th St) - Tesla Destination,480 Riverside Dr,,New York,NY,10027,,212-870-6736  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.811187,-73.963571,10/06/2022,115140,2023-01-18 15:15:20,P,,,01/08/2018,J1772 TESLA
ELEC,Queens Center Mall,90-15 Queens Blvd.,,Elmhurst,NY,11373,,833-632-2778,E,,Public,24 hours daily,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.734870,-73.870380,02/20/2024,147204,2024-02-20 02:16:18,,,,10/24/2019,CHADEMO J1772 J1772COMBO
ELEC,506 W 181 St Garage-PARK-it - Tesla Destination,506 W 181 St,,Manhattan,NY,10033,,212-929-9404  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.848358,-73.931743,10/06/2022,150535,2023-01-18 15:15:20,P,,,08/28/2019,TESLA
ELEC,EVolve NY Syracuse North,414 7th N St,,Syracuse,NY,13212,,833-632-2778,E,,Public,24 hours daily,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,43.092250,-76.169670,02/20/2024,199385,2024-02-20 02:14:57,,,,10/28/2021,CHADEMO J1772COMBO
ELEC,HARBOR HOUSE HOC 9,3 Davenport Ave,,New Rochelle,NY,10805,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.905842,-73.773474,02/20/2024,303841,2024-02-20 02:00:49,,,,08/01/2023,J1772
ELEC,The Forge,44-28 Purves St,Residents ONLYResidents ONLY||,Long Island City,NY,11101,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.746790,-73.941110,02/19/2024,241192,2024-02-19 23:58:47,,,,08/17/2022,J1772
ELEC,PPC STATION 2,Point Place Casino 450 St Route 31,,Bridgeport,NY,13030,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.153646,-75.965958,02/20/2024,162272,2024-02-20 01:03:50,,,,06/12/2020,J1772
ELEC,Parkright 39 E 29th Street - Tesla Destination,29 East 29th St,,New York,NY,10016,,212-247-7303  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.744244,-73.984116,10/06/2022,115079,2023-01-18 15:15:20,P,,,11/13/2015,J1772 TESLA
ELEC,WEST HERR AUTO WH AW L2-4,7460 Transit Rd,,Buffalo,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.970725,-78.697774,02/20/2024,302661,2024-02-20 02:00:12,,,,07/16/2023,J1772
ELEC,SLSDC - Administration Building,180 Andrews St,,Massena,NY,13662,,,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,1,,,,Non-Networked,,GPS,44.929771,-74.902773,03/08/2023,184631,2024-01-31 22:07:01,FG,17.0,Department of Transportation,01/15/2021,NEMA515
ELEC,LARKIN726RRAMPP EV ONLY 1,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874905,-78.849889,02/20/2024,182981,2024-02-20 01:09:52,,,,01/27/2021,J1772
ELEC,Crystal Towers - Upper Garage,20 Old Mamaroneck Road,Unit #942 is under repair||,White Plains,NY,10605,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.022335,-73.761947,02/20/2024,200441,2024-02-20 00:09:58,,,,11/02/2021,J1772
ELEC,Icon Parking 35-39 East 61st Street - Tesla Destination,35-39 E 61st St,,New York,NY,10021,,212-980-3057  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.764617,-73.969764,10/06/2022,115111,2023-01-18 15:15:20,P,,,10/13/2016,J1772 TESLA
ELEC,BEDFORDEV MEMORIAL PARK 1,65 Greenwich Rd,,Bedford,NY,10506,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.197058,-73.644729,02/20/2024,162340,2024-02-20 01:01:33,,,,06/12/2020,J1772
ELEC,RIVERHEAD RIVER 1 #2,1947 Old Country Road,,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.921556,-72.716716,02/20/2024,180154,2024-02-20 00:25:45,,,,01/27/2021,J1772
ELEC,RPI 1 RPI FLEET,2144 Burdett Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732209,-73.671332,02/20/2024,162147,2024-02-20 01:08:06,,,,06/12/2020,J1772
ELEC,VASSAR COLLEGE SOUTH LOT 1,112130 Raymond Ave,,Arlington,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.681836,-73.894667,02/20/2024,155289,2024-02-20 01:22:15,,,,04/10/2020,J1772
ELEC,South Lewis Senior High School,4264 East Rd,,Turin,NY,13473,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com/,GPS,43.636693,-75.394039,05/03/2023,211921,2024-01-31 22:07:01,P,,,03/17/2022,J1772
ELEC,GREIG FARM GREIG FARM 1,227 Pitcher Ln,,Red Hook,NY,12571,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.027998,-73.854907,02/20/2024,202138,2024-02-20 01:38:59,,,,12/08/2021,J1772
