STATION NAME,AGENCY,NO. OF PLUGS,TYPE OF CHARGER,ADDRESS,CITY,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
NYC FLEET / DPRCITYWIDE#2,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#3,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCITYWIDE#4,DPR,2,Level 2 Charger,Main Roadway/Opp Park & Recreation,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#5,DPR,2,Level 2 Charger,Main Roadway/Opp Park & Recreation,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#6,DPR,2,Level 2 Charger,15 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#7,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#8,DPR,2,Level 2 Charger,13 Bronx Shore Rd,New York,10035,Manhattan,,,,,,,,
NYC FLEET / DPRCITYWIDE#9,DPR,2,Level 2 Charger,14 Bronx Shore Rd,New York,10035,Manhattan,40.79872,-73.921194,111,8,240,1088069,1018190203,MN1191
NYC FLEET / DPRCONFHSE1A-B,DPR,2,Level 2 Charger,298 Satterlee St,Tottenville,10307,Staten Island,40.502357,-74.25144,503,51,24402,5126463,5078570001,SI0305
NYC FLEET / DPRCUNINGHM1A-B,DPR,2,Level 2 Charger,19600 Union Tpke,Fresh Meadows,11366,Queens,40.730929,-73.774773,408,23,1283,4591812,4072900001,QN0891
NYC FLEET / DPRCUNINGHM2A-B,DPR,2,Level 2 Charger,19600 Union Tpke,Fresh Meadows,11366,Queens,40.730929,-73.774773,408,23,1283,4591812,4072900001,QN0891
NYC FLEET / DPRCUNINGHM3A-B,DPR,2,Level 2 Charger,19600 Union Tpke,Fresh Meadows,11366,Queens,40.730929,-73.774773,408,23,1283,4591812,4072900001,QN0891
NYC FLEET / DPRCUNINGHM4A-B,DPR,2,Level 2 Charger,19600 Union Tpke,Fresh Meadows,11366,Queens,40.730929,-73.774773,408,23,1283,4591812,4072900001,QN0891
NYC FLEET / DPRCUNINGHM5A-B,DPR,2,Level 2 Charger,196-5 Grand Central Parkway N Svc Rd,Queens,11423,Queens,,,,,,,,
NYC FLEET / DPRCUNINGHM6A-B,DPR,2,Level 2 Charger,196-5 Grand Central Parkway N Svc Rd,Queens,11423,Queens,,,,,,,,
NYC FLEET / DPRCUNINGHM-S1,DPR,1,EV Solar Arc Charger,Cunningham Park State Rte,Fresh Meadows,11366,Queens,40.728776,-73.764505,408,23,1283,4000000,4073000001,QN0891
NYC FLEET / DPRCUNINGHM-S2,DPR,1,EV Solar Arc Charger,Cunningham Park State Rte,Fresh Meadows,11366,Queens,40.728776,-73.764505,408,23,1283,4000000,4073000001,QN0891
NYC FLEET / DPRCUNINGHM-S3,DPR,1,EV Solar Arc Charger,196-10 Union Tpke,Queens,11366,Queens,40.730954,-73.77464,408,23,1283,4156608,4072900001,QN0891
NYC FLEET / DPRFLUSHING1A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPRFLUSHING2A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPRFLUSHING3A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPRFLUSHING4A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPRFLUSHING5A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPRFMAQUA-1A-B,DPR,2,Level 2 Charger,125-40 Roosevelt Ave,Flushing,11355,Queens,40.752442,-73.837885,481,21,38302,4540097,4020180001,QN8191
NYC FLEET / DPRFMAQUATIC-1,DPR,1,Level 2 Charger,13104 Meridian Road,Flushing,11355,Queens,40.752442,-73.837885,481,21,38302,4540097,4020180001,QN8191
NYC FLEET / DPRFRKILLS1A-B,DPR,2,Level 2 Charger,Unnamed Road,Staten Island,10314,Staten Island,,,,,,,,
NYC FLEET / DPRFRKILLS2A-B,DPR,2,Level 2 Charger,Unnamed Road,Staten Island,10314,Staten Island,,,,,,,,
NYC FLEET / DPRFTTOTTEN1A-B,DPR,2,Level 2 Charger,638 Bayside St,Bayside,11359,Queens,,,,,,,,
NYC FLEET / DPRFTTOTTEN2A-B,DPR,2,Level 2 Charger,638 Bayside St,Bayside,11359,Queens,,,,,,,,
NYC FLEET / DPRFTTOTTEN3A-B,DPR,2,Level 2 Charger,638 Bayside St,Bayside,11359,Queens,,,,,,,,
NYC FLEET / DPRFTTOTTEN4A-B,DPR,2,Level 2 Charger,15 East Rd,Flushing,11355,Queens,40.754021,-73.838509,481,21,38302,4541447,4020180001,QN8191
NYC FLEET / DPRFTTOTTEN-S1,DPR,1,EV Solar Arc Charger,Murray Ave,Fort Totten,11359,Queens,,,,,,,,
NYC FLEET / DPRFTTOTTEN-S2,DPR,1,EV Solar Arc Charger,Murray Ave,Fort Totten,11359,Queens,,,,,,,,
NYC FLEET / DPRGREENBELT#1,DPR,1,Level 2 Charger,501 Brielle Ave,Staten Island,10314,Staten Island,40.592224,-74.13628,502,50,27302,5107273,5019550001,SI0203
NYC FLEET / DPRGREENTHUMB#2,DPR,2,Level 2 Charger,25-10 Queens Plaza S,Queens,11101,Queens,40.750369,-73.940301,402,26,1902,4000000,4004230025,QN0201
NYC FLEET / DPRHIGHROCK#1,DPR,1,Level 2 Charger,191-249 Nevada Ave,Staten Island,10306,Staten Island,40.584008,-74.125528,502,50,181,5158050,5009520275,SI0203
NYC FLEET / DPRHIGHWAYP2-S1,DPR,1,EV Solar Arc Charger,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYC FLEET / DPRHIGHWAYP2-S2,DPR,1,EV Solar Arc Charger,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
NYC FLEET / DPRICAHNSTADIUM,DPR,2,Level 2 Charger,20 Randalls Is Rd,New York,10035,Manhattan,40.795535,-73.922671,111,8,240,1000000,1018190203,MN1191
NYC FLEET / DPRINWOODHLL-S1,DPR,1,EV Solar Arc Charger,600 W 218th St,New York,10034,Manhattan,40.872891,-73.918159,112,10,307,1065082,1022500058,MN1203
NYC FLEET / DPRINWOODHLL-S2,DPR,1,EV Solar Arc Charger,600 W 218th St,New York,10034,Manhattan,40.872891,-73.918159,112,10,307,1065082,1022500058,MN1203
NYC FLEET / DPRLITCHFLD1A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD2A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD3A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD4A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD5A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD6A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLITCHFLD7A-B,DPR,2,Level 2 Charger,95 Prospect Park West,Brooklyn,11215,Brooklyn,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
NYC FLEET / DPRLYONSPL1A-B,DPR,2,Level 2 Charger,15 Murray Hulbert Ave,Staten Island,10301,Staten Island,40.637211,-74.073618,501,49,21,5155219,5004870100,SI0102
NYC FLEET / DPRLYONSPL2A-B,DPR,2,Level 2 Charger,2-6 Murray Hulbert Ave,Staten Island,10304,Staten Island,40.637675,-74.073719,501,49,21,,,SI0102
NYC FLEET / DPRLYONS-S1,DPR,1,EV Solar Arc Charger,405 Capodanno Blvd,Tompkinsville,10304,Staten Island,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
NYC FLEET / DPRMBLOT7-S1,DPR,1,EV Solar Arc Charger,829 Father Capodanno Blvd,Midland Beach,10305,Staten Island,40.575685,-74.083179,502,50,11201,5174902,5038320021,SI0202
NYC FLEET / DPRMBLOT7-S2,DPR,1,EV Solar Arc Charger,829 Father Capodanno Blvd,Midland Beach,10305,Staten Island,40.575685,-74.083179,502,50,11201,5174902,5038320021,SI0202
NYC FLEET / DPRMBLOT8_1_L3,DPR,1,Level 3 Fast Charger,920 Father Capodanno Blvd,Midland Beach,10305,Staten Island,40.575993,-74.082618,595,50,11201,,,SI0202
NYC FLEET / DPRMBLOT8_2_L3,DPR,1,Level 3 Fast Charger,920 Father Capodanno Blvd,Midland Beach,10305,Staten Island,40.575993,-74.082618,595,50,11201,,,SI0202
NYC FLEET / DPRMBLOT8-S1,DPR,1,EV Solar Arc Charger,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,
NYC FLEET / DPRMBLOT8-S2,DPR,1,EV Solar Arc Charger,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,
NYC FLEET / DPRMBLOT8-S3,DPR,1,EV Solar Arc Charger,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,
NYC FLEET / DPRMILLPOND1&2,DPR,2,Level 2 Charger,Major Deegan Expy,West Bronx,10451,Bronx,,,,,,,,
NYC FLEET / DPRNMEADOW#1A-B,DPR,2,Level 2 Charger,97Th St Transverse,New York,10029,Manhattan,,,,,,,,
NYC FLEET / DPRNMEADOW#2A-B,DPR,2,Level 2 Charger,97Th St Transverse,New York,10029,Manhattan,,,,,,,,
NYC FLEET / DPROAKRIDGE#1#2,DPR,2,Level 2 Charger,Forest Park Dr,Woodhaven,11421,Queens,,,,,,,,
NYC FLEET / DPROCBRZAC_1_L3,DPR,1,Level 3 Fast Charger,625 Father Capodanno Blvd,South Beach,10305,Staten Island,40.582243,-74.074594,502,50,7002,5164735,5033550001,SI0201
NYC FLEET / DPROCBRZAC_2_L3,DPR,1,Level 3 Fast Charger,625 Father Capodanno Blvd,South Beach,10305,Staten Island,40.582243,-74.074594,502,50,7002,5164735,5033550001,SI0201
NYC FLEET / DPROCEANBR#1A-B,DPR,2,Level 2 Charger,631-643 Father Capodanno Blvd,South Beach,10305,Staten Island,40.581606,-74.075187,502,50,7002,5170654,5033550001,SI0201
NYC FLEET / DPROCEANBR#2A-B,DPR,2,Level 2 Charger,631-643 Father Capodanno Blvd,South Beach,10305,Staten Island,40.581606,-74.075187,502,50,7002,5170654,5033550001,SI0201
NYC FLEET / DPROLMBRADDICK1,DPR,1,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPROLMSTD#10A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#11A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#12A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#13A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#14A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPROLMSTD#15A-B,DPR,2,Level 2 Charger,8 Olmsted Dr,Corona,11368,Queens,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
NYC FLEET / DPROLMSTD#16A-B,DPR,2,Level 2 Charger,6 Olmsted Dr,Corona,11368,Queens,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#17A-B,DPR,2,Level 2 Charger,6 Olmsted Dr,Corona,11368,Queens,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTD#18A-B,DPR,2,Level 2 Charger,6 Olmsted Dr,Corona,11368,Queens,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#1A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#2A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#3A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#4A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#5A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#6A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#7A-B,DPR,2,Level 2 Charger,117-2 Roosevelt Ave,Corona,11368,Queens,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#8A-B,DPR,2,Level 2 Charger,6 Olmsted Dr,Corona,11368,Queens,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTED#9A-B,DPR,2,Level 2 Charger,6 Olmsted Dr,Corona,11368,Queens,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
NYC FLEET / DPROLMSTEDFOR#3,DPR,1,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSDFR#10#11,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSDFR#12#13,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSDFR#14#15,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSTDFOR#1#2,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSTDFOR#4#5,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSTDFOR#6#7,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROMSTDFOR#8#9,DPR,2,Level 2 Charger,12 Olmsted Dr,Corona,11368,Queens,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
NYC FLEET / DPROVERLOOK1A-B,DPR,2,Level 2 Charger,80-30 Park Ln,Kew Gardens,11415,Queens,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
NYC FLEET / DPRPARADE1-2,DPR,2,Level 2 Charger,397 Coney Island Ave,Flatbush,11218,Brooklyn,40.649009,-73.971603,314,40,177,3256655,3050510001,BK5591
NYC FLEET / DPRPARADE3-4,DPR,2,Level 2 Charger,397 Coney Island Ave,Flatbush,11218,Brooklyn,40.649009,-73.971603,314,40,177,3256655,3050510001,BK5591
NYC FLEET / DPRPAYSONPLAY#1,DPR,2,Level 2 Charger,269 Dyckman St,New York,10034,Manhattan,40.866824,-73.928811,112,10,297,1000000,1022552000,MN1292
NYC FLEET / DPRPEPBURR-S1,DPR,1,EV Solar Arc Charger,2029 Burr Ave,Bronx,10461,Bronx,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
NYC FLEET / DPRPEPBURR-S2,DPR,1,EV Solar Arc Charger,2029 Burr Ave,Middletown - Pelham Bay,10461,Bronx,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
NYC FLEET / DPRPEPBURR-S3,DPR,1,EV Solar Arc Charger,2029 Burr Ave,Middletown - Pelham Bay,10461,Bronx,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
NYC FLEET / DPRPRKOFAMER#1,DPR,2,Level 2 Charger,103-68 41st Ave,Corona,11368,Queens,40.74913,-73.861966,404,21,40501,,,QN0402
NYC FLEET / DPRPRSPCTYARDS1,DPR,1,EV Solar Arc Charger,48 West Dr,Brooklyn,11215,Brooklyn,40.664987,-73.973384,355,39,177,3411717,3011170001,BK5591
NYC FLEET / DPRPRSPCTYARDS2,DPR,1,EV Solar Arc Charger,48 West Dr,Brooklyn,11215,Brooklyn,40.664987,-73.973384,355,39,177,3411717,3011170001,BK5591
NYC FLEET / DPRQBLIC#1&2,DPR,2,Level 2 Charger,23-10 Queens Plaza S,Long Island City,11101,Queens,40.751136,-73.94204,402,26,1903,4005066,4004250005,QN0201
NYC FLEET / DPRQBLIC#3&4,DPR,2,Level 2 Charger,10Th Street And Queens Plaza South,Long Island City,11101,Queens,,,,,,,,
NYC FLEET / DPRQNSMSEUM#1#2,DPR,2,Level 2 Charger,Avenue Of The States,Corona,11368,Queens,,,,,,,,
NYC FLEET / DPRQNSSHOPS1A-B,DPR,2,Level 2 Charger,8298 88Th Pl,Flushing,11385,Queens,40.701474,-73.858238,405,32,639,,,QN0503
NYC FLEET / DPRQNSSHOPS2A-B,DPR,2,Level 2 Charger,8298 88Th Pl,Flushing,11385,Queens,40.701474,-73.858238,405,32,639,,,QN0503
NYC FLEET / DPRQNSSTHSE#1#2,DPR,2,Level 2 Charger,43 Flushing Meadows Corona Park Rd,Queens,11368,Queens,40.742377,-73.842157,481,21,38302,4000000,4020180001,QN8191
NYC FLEET / DPRQNSSTHSE#3#4,DPR,2,Level 2 Charger,43 Flushing Meadows Corona Park Rd,Queens,11368,Queens,40.742377,-73.842157,481,21,38302,4000000,4020180001,QN8191
NYC FLEET / DPRRANAQUA#1,DPR,1,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRRANAQUA#2,DPR,1,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRRANAQUA#3,DPR,1,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRRANAQUA#4,DPR,2,Level 2 Charger,1 Bronx River Pkwy,Bronx,10462,Bronx,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
NYC FLEET / DPRRIVERSIDE-S1,DPR,1,EV Solar Arc Charger,Hudson River Greenway,New York,10025,Manhattan,,,,,,,,
NYC FLEET / DPRRIVERSIDE-S2,DPR,1,EV Solar Arc Charger,Ny-9A,New York,10025,Manhattan,,,,,,,,
NYC FLEET / DPRRIVERSIDE-S3,DPR,1,EV Solar Arc Charger,223 Riverside Dr,New York,10025,Manhattan,40.795089,-73.976207,107,6,183,1034176,1012530004,MN0702
NYC FLEET / DPRRIVERSIDE-S4,DPR,1,EV Solar Arc Charger,223 Riverside Dr,New York,10025,Manhattan,40.795089,-73.976207,107,6,183,1034176,1012530004,MN0702
NYC FLEET / DPRROCKAWAY17ST,DPR,2,Level 2 Charger,16-25 Seagirt Blvd,Rockaway Park,11694,Queens,40.595127,-73.750371,414,31,101004,4299407,4156490001,QN1401
NYC FLEET / DPRROCKAWAY30,DPR,1,EV Solar Arc Charger,102 32 St,Rockaway Beach,11693,Queens,,,,,,,,
NYC FLEET / DPRROCKAWAY30B,DPR,1,EV Solar Arc Charger,1-09 Beach 30th St,Far Rockaway,11691,Queens,40.593116,-73.762539,414,31,99802,4000000,4158220048,QN1401
NYC FLEET / DPRROCKAWAY80S1,DPR,1,EV Solar Arc Charger,350 80 St,Queens,11693,Queens,,,,,,,,
NYC FLEET / DPRROCKAWAY80S2,DPR,1,EV Solar Arc Charger,350 80 St,Queens,11693,Queens,,,,,,,,
NYC FLEET / DPRROCKAWAY97S1,DPR,1,EV Solar Arc Charger,1 Beach 56th Pl,Queens,11692,Queens,40.590278,-73.786049,414,31,97202,,,QN1402
NYC FLEET / DPRROCKAWAY97S2,DPR,1,EV Solar Arc Charger,9111 Shore Front Pkwy,Queens,11693,Queens,40.584396,-73.813149,414,32,94203,,,QN1402
NYC FLEET / DPRROCKAWY86-S1,DPR,1,EV Solar Arc Charger,8601 Shore Front Pkwy,Far Rockaway,11691,Queens,40.584972,-73.810876,414,32,94203,4303674,4161500100,QN1402
NYC FLEET / DPRROCKAWY97-S1,DPR,1,EV Solar Arc Charger,9701 Shore Front Pkwy,Far Rockaway,11694,Queens,40.583177,-73.817764,414,32,94201,4549352,4161890050,QN1402
NYC FLEET / DPRSBLOT4-S1,DPR,1,EV Solar Arc Charger,405 Father Capodanno Blvd,South Beach,10305,Staten Island,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
NYC FLEET / DPRSBLOT4-S2,DPR,1,EV Solar Arc Charger,405 Father Capodanno Blvd,South Beach,10305,Staten Island,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
NYC FLEET / DPRSID1HDQT#1#2,DPR,2,Level 2 Charger,1150 Clove Rd,Staten Island,10301,Staten Island,40.618239,-74.105161,501,49,147,5112426,5003190001,SI0105
NYC FLEET / DPRSIFRSTRY#3#4,DPR,2,Level 2 Charger,21 Slosson Ave,Staten Island,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPRSIFRSTRY#5#6,DPR,2,Level 2 Charger,21-51 Slosson Ave,Castleton Corners,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPRSIFRSTRY#7#8,DPR,2,Level 2 Charger,21 Slosson Ave,Castleton Corners,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPRSIFRSTRY9&10,DPR,2,Level 2 Charger,21 Slosson Ave,Staten Island,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPRSISHOPS#1#2,DPR,2,Level 2 Charger,21 Slosson Ave,Staten Island,10314,Staten Island,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
NYC FLEET / DPRSLTENNIS-S1,DPR,1,EV Solar Arc Charger,42 Revere St,Silver Lake,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLTENNIS-S2,DPR,1,EV Solar Arc Charger,42 Revere St,Silver Lake,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE1A-B,DPR,2,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE1-CP,DPR,1,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE2A-B,DPR,2,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE3A-B,DPR,2,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE4A-B,DPR,2,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSLVRLAKE5A-B,DPR,2,Level 2 Charger,42 Revere St,Staten Island,10301,Staten Island,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
NYC FLEET / DPRSOUNDVIEW_#1,DPR,1,Level 2 Charger,1550 Lafayette Ave,Clason Point,10473,Bronx,40.819343,-73.878396,209,18,24,2125611,2035430001,BX0991
NYC FLEET / DPRSOUTHBEACH#1,DPR,2,Level 2 Charger,375 Sand Ln,Staten Island,10305,Staten Island,40.59048,-74.06675,502,50,74,5174859,5031227501,SI0201
NYC FLEET / DPRTOTTENBLG203,DPR,1,Level 2 Charger,208 Totten Ave,Bayside,11359,Queens,40.792442,-73.777563,407,19,999,4539849,4059170001,QN0761
NYC FLEET / DPRTOTTENBLG431,DPR,2,Level 2 Charger,431 Walter Reed Rd,Bayside,11359,Queens,40.794148,-73.775415,407,19,999,4539884,4059170001,QN0761
NYC FLEET / DPRWFMARINA#1#2,DPR,2,Level 2 Charger,1 Flushing Bay Promenade,East Elmhurst,11369,Queens,,,,,,,,
NYC FLEET / DPRWFMARINA-S2,DPR,1,EV Solar Arc Charger,1 Marina Rd,Queens,11368,Queens,40.760974,-73.857649,403,21,38302,,,QN8191
NYC FLEET / DPRWFMARINA-S3,DPR,1,EV Solar Arc Charger,109-5 Marina Rd,Queens,11368,Queens,,,,,,,,
NYC FLEET / DPRWFMARNA_1_L3,DPR,1,Level 3 Fast Charger,109-5 Marina Rd,Corona,11368,Queens,,,,,,,,
NYC FLEET / DPRWFMARNA_2_L3,DPR,1,Level 3 Fast Charger,109-5 Marina Rd,Queens,11368,Queens,,,,,,,,
NYC FLEET / DPRWFMARNA_3_L3,DPR,1,Level 3 Fast Charger,109-5 Marina Rd,Queens,11368,Queens,,,,,,,,
NYC FLEET / DPRWFMARNA_4_L3,DPR,1,Level 3 Fast Charger,109-5 Marina Rd,Queens,11368,Queens,,,,,,,,
NYC FLEET / DPRWFMARNA_5_L3,DPR,1,Level 3 Fast Charger,109-5 Marina Rd,Queens,11368,Queens,,,,,,,,
NYC FLEET / DSNY_BK01-1,DSNY,2,Level 2 Charger,161 Varick Ave,East Williamsburg,11237,Brooklyn,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
